sourceTaxonId	sourceTaxonName	interactionTypeId	interactionTypeName	targetTaxonId	targetTaxonName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	referenceDoi	referenceCitation
	Turdus leucomelas	RO:0002470	eats		Archontophoenix cunninghamiana							"Christianini, Alexander V.. 2006. Fecundidade, dispers‹o e predaç‹o de sementes de Archontophoenix cunninghamiana H. Wendl. & Drude, uma palmeira invasora da Mata Atl‰ntica. Brazilian Journal of Botany. 587-594"
	Turdus rufiventris	RO:0002470	eats		Archontophoenix cunninghamiana							"Christianini, Alexander V.. 2006. Fecundidade, dispers‹o e predaç‹o de sementes de Archontophoenix cunninghamiana H. Wendl. & Drude, uma palmeira invasora da Mata Atl‰ntica. Brazilian Journal of Botany. 587-594"
	Sciurus aestuans	RO:0002470	eats		Bactris setosa							"Ribeiro, Luci Ferreira; Machado Conde, Luciana Onecia; Tabarelli, Marcelo. 2010. PREDATION AND REMOVAL OF SEEDS FROM FIVE SPECIES OF PALMS BY Guerlinguetus ingrami (Thomas, 1901) IN AN URBAN FRAGMENT OF THE MONTANE ATLANTIC FOREST. Revista Arvore. 637-649"
	Ortalis vetula	RO:0002470	eats		Cryosophila stauracantha							"Rivas, J; Morales, J.; Flores, M.. 2001. El Papel de los Cracidos (Aves:Galliformes) Como dispersores y depredadores de semillas. Universidad San Carlos de Guatemala. "
	Ortalis vetula	RO:0002470	eats		Gaussia maya							"Rivas, J; Morales, J.; Flores, M.. 2001. El Papel de los Cracidos (Aves:Galliformes) Como dispersores y depredadores de semillas. Universidad San Carlos de Guatemala. "
	Penelope purpurascens	RO:0002470	eats		Cryosophila stauracantha							"Rivas, J; Morales, J.; Flores, M.. 2001. El Papel de los Cracidos (Aves:Galliformes) Como dispersores y depredadores de semillas. Universidad San Carlos de Guatemala. "
	Penelope purpurascens	RO:0002470	eats		Gaussia maya							"Rivas, J; Morales, J.; Flores, M.. 2001. El Papel de los Cracidos (Aves:Galliformes) Como dispersores y depredadores de semillas. Universidad San Carlos de Guatemala. "
	Dasyprocta leporina	RO:0002470	eats		Bactris setosa							"Genini, Julieta; Galetti, Mauro; Morellato, L. Patricia C.. 2009. Fruiting phenology of palms and trees in an Atlantic rainforest land-bridge island. Flora. 131-145"
	Crax rubra	RO:0002470	eats		Cryosophila stauracantha							"Rivas, J; Morales, J.; Flores, M.. 2001. El Papel de los Cracidos (Aves:Galliformes) Como dispersores y depredadores de semillas. Universidad San Carlos de Guatemala. "
	Crax rubra	RO:0002470	eats		Gaussia maya							"Rivas, J; Morales, J.; Flores, M.. 2001. El Papel de los Cracidos (Aves:Galliformes) Como dispersores y depredadores de semillas. Universidad San Carlos de Guatemala. "
	Cuniculus paca	RO:0002470	eats		Bactris setosa							"Genini, Julieta; Galetti, Mauro; Morellato, L. Patricia C.. 2009. Fruiting phenology of palms and trees in an Atlantic rainforest land-bridge island. Flora. 131-145"
	Tupinambis meriane	RO:0002470	eats		Archontophoenix cunninghamiana							"Castro, Everaldo Rodrigo de; Galetti, Mauro. 2004. Frugivoria e dispers‹o de sementes pelo lagarto teiœ Tupinambis merianae (Reptilia: Teiidae). Pap_is Avulsos de Zoologia (S‹o Paulo). 91-97"
	Dacnis cayana	RO:0002470	eats		Euterpe edulis							" MAURO GALETTI, ROGER GUEVARA, MARINA C. CïRTES, RODRIGO FADINI, SANDRO VON MATTER, ABRAÌO B. LEITE, FçBIO LABECCA, THIAGO RIBEIRO, CAROLINA S. CARVALHO, ROSANE G. COLLEVATTI, MATHIAS M. PIRES, PAULO R. GUIMARÌES JR., PEDRO H. BRANCALION, MILTON C. RIBEIRO, PEDRO JORDANO. 2013. Functional Extinction of Birds Drives Rapid Evolutionary Changes in Seed Size. Science. Vol. 340, Issue 6136, pp. 1086-1090"
	Euphonia pectoralis	RO:0002470	eats		Euterpe edulis							" MAURO GALETTI, ROGER GUEVARA, MARINA C. CïRTES, RODRIGO FADINI, SANDRO VON MATTER, ABRAÌO B. LEITE, FçBIO LABECCA, THIAGO RIBEIRO, CAROLINA S. CARVALHO, ROSANE G. COLLEVATTI, MATHIAS M. PIRES, PAULO R. GUIMARÌES JR., PEDRO H. BRANCALION, MILTON C. RIBEIRO, PEDRO JORDANO. 2013. Functional Extinction of Birds Drives Rapid Evolutionary Changes in Seed Size. Science. Vol. 340, Issue 6136, pp. 1086-1090"
	Euphonia violacea	RO:0002470	eats		Euterpe edulis							" MAURO GALETTI, ROGER GUEVARA, MARINA C. CïRTES, RODRIGO FADINI, SANDRO VON MATTER, ABRAÌO B. LEITE, FçBIO LABECCA, THIAGO RIBEIRO, CAROLINA S. CARVALHO, ROSANE G. COLLEVATTI, MATHIAS M. PIRES, PAULO R. GUIMARÌES JR., PEDRO H. BRANCALION, MILTON C. RIBEIRO, PEDRO JORDANO. 2013. Functional Extinction of Birds Drives Rapid Evolutionary Changes in Seed Size. Science. Vol. 340, Issue 6136, pp. 1086-1090"
	Manacus manacus	RO:0002470	eats		Euterpe edulis							"Cestari, Cesar; Pizo, Marco Aurelio. 2013. Frugivory by the White-bearded Manakin (Manacus manacus, Pipridae) in restinga forest, an ecosystem associated to the Atlantic forest. Biota Neotropica. 345-350"
	Tangara cayana	RO:0002470	eats		Euterpe edulis							" MAURO GALETTI, ROGER GUEVARA, MARINA C. CïRTES, RODRIGO FADINI, SANDRO VON MATTER, ABRAÌO B. LEITE, FçBIO LABECCA, THIAGO RIBEIRO, CAROLINA S. CARVALHO, ROSANE G. COLLEVATTI, MATHIAS M. PIRES, PAULO R. GUIMARÌES JR., PEDRO H. BRANCALION, MILTON C. RIBEIRO, PEDRO JORDANO. 2013. Functional Extinction of Birds Drives Rapid Evolutionary Changes in Seed Size. Science. Vol. 340, Issue 6136, pp. 1086-1090"
	Tangara cyanocephala	RO:0002470	eats		Euterpe edulis							" MAURO GALETTI, ROGER GUEVARA, MARINA C. CïRTES, RODRIGO FADINI, SANDRO VON MATTER, ABRAÌO B. LEITE, FçBIO LABECCA, THIAGO RIBEIRO, CAROLINA S. CARVALHO, ROSANE G. COLLEVATTI, MATHIAS M. PIRES, PAULO R. GUIMARÌES JR., PEDRO H. BRANCALION, MILTON C. RIBEIRO, PEDRO JORDANO. 2013. Functional Extinction of Birds Drives Rapid Evolutionary Changes in Seed Size. Science. Vol. 340, Issue 6136, pp. 1086-1090"
	Tangara seledon	RO:0002470	eats		Euterpe edulis							" MAURO GALETTI, ROGER GUEVARA, MARINA C. CïRTES, RODRIGO FADINI, SANDRO VON MATTER, ABRAÌO B. LEITE, FçBIO LABECCA, THIAGO RIBEIRO, CAROLINA S. CARVALHO, ROSANE G. COLLEVATTI, MATHIAS M. PIRES, PAULO R. GUIMARÌES JR., PEDRO H. BRANCALION, MILTON C. RIBEIRO, PEDRO JORDANO. 2013. Functional Extinction of Birds Drives Rapid Evolutionary Changes in Seed Size. Science. Vol. 340, Issue 6136, pp. 1086-1090"
	Tangara cyanoptera	RO:0002470	eats		Euterpe edulis							" MAURO GALETTI, ROGER GUEVARA, MARINA C. CïRTES, RODRIGO FADINI, SANDRO VON MATTER, ABRAÌO B. LEITE, FçBIO LABECCA, THIAGO RIBEIRO, CAROLINA S. CARVALHO, ROSANE G. COLLEVATTI, MATHIAS M. PIRES, PAULO R. GUIMARÌES JR., PEDRO H. BRANCALION, MILTON C. RIBEIRO, PEDRO JORDANO. 2013. Functional Extinction of Birds Drives Rapid Evolutionary Changes in Seed Size. Science. Vol. 340, Issue 6136, pp. 1086-1090"
	Cyclarhis gujanensis	RO:0002470	eats		Euterpe edulis							" MAURO GALETTI, ROGER GUEVARA, MARINA C. CïRTES, RODRIGO FADINI, SANDRO VON MATTER, ABRAÌO B. LEITE, FçBIO LABECCA, THIAGO RIBEIRO, CAROLINA S. CARVALHO, ROSANE G. COLLEVATTI, MATHIAS M. PIRES, PAULO R. GUIMARÌES JR., PEDRO H. BRANCALION, MILTON C. RIBEIRO, PEDRO JORDANO. 2013. Functional Extinction of Birds Drives Rapid Evolutionary Changes in Seed Size. Science. Vol. 340, Issue 6136, pp. 1086-1090"
	Tachyphonus coronatus	RO:0002470	eats		Euterpe edulis							" MAURO GALETTI, ROGER GUEVARA, MARINA C. CïRTES, RODRIGO FADINI, SANDRO VON MATTER, ABRAÌO B. LEITE, FçBIO LABECCA, THIAGO RIBEIRO, CAROLINA S. CARVALHO, ROSANE G. COLLEVATTI, MATHIAS M. PIRES, PAULO R. GUIMARÌES JR., PEDRO H. BRANCALION, MILTON C. RIBEIRO, PEDRO JORDANO. 2013. Functional Extinction of Birds Drives Rapid Evolutionary Changes in Seed Size. Science. Vol. 340, Issue 6136, pp. 1086-1090"
	Thraupis ornata	RO:0002470	eats		Euterpe edulis							" MAURO GALETTI, ROGER GUEVARA, MARINA C. CïRTES, RODRIGO FADINI, SANDRO VON MATTER, ABRAÌO B. LEITE, FçBIO LABECCA, THIAGO RIBEIRO, CAROLINA S. CARVALHO, ROSANE G. COLLEVATTI, MATHIAS M. PIRES, PAULO R. GUIMARÌES JR., PEDRO H. BRANCALION, MILTON C. RIBEIRO, PEDRO JORDANO. 2013. Functional Extinction of Birds Drives Rapid Evolutionary Changes in Seed Size. Science. Vol. 340, Issue 6136, pp. 1086-1090"
	Ploceus cucullatus	RO:0002470	eats		Euterpe edulis							"Galetti, M.; Alexio Alexandre. 1998. Effects on palm heart harvesting on avian frugivores in the Atlantic rainforest of Brazil. Journal of Applied Ecology. 286-293"
	Orthogonys chloricterus	RO:0002470	eats		Euterpe edulis							" MAURO GALETTI, ROGER GUEVARA, MARINA C. CïRTES, RODRIGO FADINI, SANDRO VON MATTER, ABRAÌO B. LEITE, FçBIO LABECCA, THIAGO RIBEIRO, CAROLINA S. CARVALHO, ROSANE G. COLLEVATTI, MATHIAS M. PIRES, PAULO R. GUIMARÌES JR., PEDRO H. BRANCALION, MILTON C. RIBEIRO, PEDRO JORDANO. 2013. Functional Extinction of Birds Drives Rapid Evolutionary Changes in Seed Size. Science. Vol. 340, Issue 6136, pp. 1086-1090"
	Myiodynastes maculatus	RO:0002470	eats		Euterpe edulis							" MAURO GALETTI, ROGER GUEVARA, MARINA C. CïRTES, RODRIGO FADINI, SANDRO VON MATTER, ABRAÌO B. LEITE, FçBIO LABECCA, THIAGO RIBEIRO, CAROLINA S. CARVALHO, ROSANE G. COLLEVATTI, MATHIAS M. PIRES, PAULO R. GUIMARÌES JR., PEDRO H. BRANCALION, MILTON C. RIBEIRO, PEDRO JORDANO. 2013. Functional Extinction of Birds Drives Rapid Evolutionary Changes in Seed Size. Science. Vol. 340, Issue 6136, pp. 1086-1090"
	Saltator similis	RO:0002470	eats		Euterpe edulis							"Matos, D. M. S.; Watkinson, A. R.. 1998. The fecundity, seed, and seedling ecology of the edible palm Euterpe edulis in southeastern Brazil. Biotropica. 595-603"
	Saltator similis	RO:0002470	eats		Euterpe edulis							"Genini, Julieta; Galetti, Mauro; Morellato, L. Patricia C.. 2009. Fruiting phenology of palms and trees in an Atlantic rainforest land-bridge island. Flora. 131-145"
	Saltator similis	RO:0002470	eats		Euterpe edulis							"Fadini, Rodrigo F.; Fleury, Marina; Donatti, Camila I.; Galetti, Mauro. 2009. Effects of frugivore impoverishment and seed predators on the recruitment of a keystone palm. Acta Oecologica-International Journal of Ecology. 188-196"
	Turdus nigriceps	RO:0002470	eats		Euterpe edulis							"Matos, D. M. S.; Watkinson, A. R.. 1998. The fecundity, seed, and seedling ecology of the edible palm Euterpe edulis in southeastern Brazil. Biotropica. 595-603"
	Turdus nigriceps	RO:0002470	eats		Euterpe edulis							" MAURO GALETTI, ROGER GUEVARA, MARINA C. CïRTES, RODRIGO FADINI, SANDRO VON MATTER, ABRAÌO B. LEITE, FçBIO LABECCA, THIAGO RIBEIRO, CAROLINA S. CARVALHO, ROSANE G. COLLEVATTI, MATHIAS M. PIRES, PAULO R. GUIMARÌES JR., PEDRO H. BRANCALION, MILTON C. RIBEIRO, PEDRO JORDANO. 2013. Functional Extinction of Birds Drives Rapid Evolutionary Changes in Seed Size. Science. Vol. 340, Issue 6136, pp. 1086-1090"
	Turdus albicollis	RO:0002470	eats		Euterpe edulis							"Matos, D. M. S.; Watkinson, A. R.. 1998. The fecundity, seed, and seedling ecology of the edible palm Euterpe edulis in southeastern Brazil. Biotropica. 595-603"
	Turdus albicollis	RO:0002470	eats		Euterpe edulis							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Turdus albicollis	RO:0002470	eats		Euterpe edulis							"Matos, D. M. S.; Watkinson, A. R.. 1998. The fecundity, seed, and seedling ecology of the edible palm Euterpe edulis in southeastern Brazil. Biotropica. 595-603"
	Turdus albicollis	RO:0002470	eats		Euterpe edulis							" MAURO GALETTI, ROGER GUEVARA, MARINA C. CïRTES, RODRIGO FADINI, SANDRO VON MATTER, ABRAÌO B. LEITE, FçBIO LABECCA, THIAGO RIBEIRO, CAROLINA S. CARVALHO, ROSANE G. COLLEVATTI, MATHIAS M. PIRES, PAULO R. GUIMARÌES JR., PEDRO H. BRANCALION, MILTON C. RIBEIRO, PEDRO JORDANO. 2013. Functional Extinction of Birds Drives Rapid Evolutionary Changes in Seed Size. Science. Vol. 340, Issue 6136, pp. 1086-1090"
	Turdus albicollis	RO:0002470	eats		Euterpe edulis							"Genini, Julieta; Galetti, Mauro; Morellato, L. Patricia C.. 2009. Fruiting phenology of palms and trees in an Atlantic rainforest land-bridge island. Flora. 131-145"
	Turdus albicollis	RO:0002470	eats		Euterpe edulis							"Fadini, Rodrigo F.; Fleury, Marina; Donatti, Camila I.; Galetti, Mauro. 2009. Effects of frugivore impoverishment and seed predators on the recruitment of a keystone palm. Acta Oecologica-International Journal of Ecology. 188-196"
	Turdus albicollis	RO:0002470	eats		Euterpe edulis							"Campos, Renata Calixto; Steiner, Josefina; Zillikens, Anne. 2012. Bird and mammal frugivores of Euterpe edulis at Santa Catarina island monitored by camera traps. Studies on Neotropical Fauna and Environment. 105-110"
	Turdus amaurochalinus	RO:0002470	eats		Euterpe edulis							"Matos, D. M. S.; Watkinson, A. R.. 1998. The fecundity, seed, and seedling ecology of the edible palm Euterpe edulis in southeastern Brazil. Biotropica. 595-603"
	Turdus amaurochalinus	RO:0002470	eats		Euterpe edulis							" MAURO GALETTI, ROGER GUEVARA, MARINA C. CïRTES, RODRIGO FADINI, SANDRO VON MATTER, ABRAÌO B. LEITE, FçBIO LABECCA, THIAGO RIBEIRO, CAROLINA S. CARVALHO, ROSANE G. COLLEVATTI, MATHIAS M. PIRES, PAULO R. GUIMARÌES JR., PEDRO H. BRANCALION, MILTON C. RIBEIRO, PEDRO JORDANO. 2013. Functional Extinction of Birds Drives Rapid Evolutionary Changes in Seed Size. Science. Vol. 340, Issue 6136, pp. 1086-1090"
	Hylaeamys oniscus	RO:0002470	eats		Euterpe edulis							"Pinto, S. R. R.; Santos, A. M. M.; Tabarelli, M.. 2009. Seed predation by rodents and safe sites for large-seeded trees in a fragment of the Brazilian Atlantic forest. Brazilian Journal of Biology. 763-771"
	Artibeus lituratus	RO:0002470	eats		Euterpe edulis							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Pitangus sulphuratus	RO:0002470	eats		Euterpe edulis							" MAURO GALETTI, ROGER GUEVARA, MARINA C. CïRTES, RODRIGO FADINI, SANDRO VON MATTER, ABRAÌO B. LEITE, FçBIO LABECCA, THIAGO RIBEIRO, CAROLINA S. CARVALHO, ROSANE G. COLLEVATTI, MATHIAS M. PIRES, PAULO R. GUIMARÌES JR., PEDRO H. BRANCALION, MILTON C. RIBEIRO, PEDRO JORDANO. 2013. Functional Extinction of Birds Drives Rapid Evolutionary Changes in Seed Size. Science. Vol. 340, Issue 6136, pp. 1086-1090"
	Brotogeris tirica	RO:0002470	eats		Euterpe edulis							"Galetti, M.; Alexio Alexandre. 1998. Effects on palm heart harvesting on avian frugivores in the Atlantic rainforest of Brazil. Journal of Applied Ecology. 286-293"
	Brotogeris tirica	RO:0002470	eats		Euterpe edulis							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Brotogeris tirica	RO:0002470	eats		Euterpe edulis							" MAURO GALETTI, ROGER GUEVARA, MARINA C. CïRTES, RODRIGO FADINI, SANDRO VON MATTER, ABRAÌO B. LEITE, FçBIO LABECCA, THIAGO RIBEIRO, CAROLINA S. CARVALHO, ROSANE G. COLLEVATTI, MATHIAS M. PIRES, PAULO R. GUIMARÌES JR., PEDRO H. BRANCALION, MILTON C. RIBEIRO, PEDRO JORDANO. 2013. Functional Extinction of Birds Drives Rapid Evolutionary Changes in Seed Size. Science. Vol. 340, Issue 6136, pp. 1086-1090"
	Turdus flavipes	RO:0002470	eats		Euterpe edulis							"Mengardo, Ana Luisa; Pivello, Vania Regina. 2012. PHENOLOGY AND FRUIT TRAITS OF ARCHONTOPHOENIX CUNNINGHAMIANA, AN INVASIVE PALM TREE IN THE ATLANTIC FOREST OF BRAZIL. Ecotropica. 45-54"
	Turdus flavipes	RO:0002470	eats		Euterpe edulis							"Castro, E. R.; Galetti, M.; Morellato, L. P. C.. 2007. Reproductive phenology of Euterpe edulis (Arecaceae) along a gradient in the Atlantic rainforest of Brazil. Australian Journal of Botany. 725-735"
	Turdus flavipes	RO:0002470	eats		Euterpe edulis							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Turdus flavipes	RO:0002470	eats		Euterpe edulis							" MAURO GALETTI, ROGER GUEVARA, MARINA C. CïRTES, RODRIGO FADINI, SANDRO VON MATTER, ABRAÌO B. LEITE, FçBIO LABECCA, THIAGO RIBEIRO, CAROLINA S. CARVALHO, ROSANE G. COLLEVATTI, MATHIAS M. PIRES, PAULO R. GUIMARÌES JR., PEDRO H. BRANCALION, MILTON C. RIBEIRO, PEDRO JORDANO. 2013. Functional Extinction of Birds Drives Rapid Evolutionary Changes in Seed Size. Science. Vol. 340, Issue 6136, pp. 1086-1090"
	Turdus flavipes	RO:0002470	eats		Euterpe edulis							"Genini, Julieta; Galetti, Mauro; Morellato, L. Patricia C.. 2009. Fruiting phenology of palms and trees in an Atlantic rainforest land-bridge island. Flora. 131-145"
	Turdus flavipes	RO:0002470	eats		Euterpe edulis							"Fadini, Rodrigo F.; Fleury, Marina; Donatti, Camila I.; Galetti, Mauro. 2009. Effects of frugivore impoverishment and seed predators on the recruitment of a keystone palm. Acta Oecologica-International Journal of Ecology. 188-196"
	Tityra cayana	RO:0002470	eats		Euterpe edulis							" MAURO GALETTI, ROGER GUEVARA, MARINA C. CïRTES, RODRIGO FADINI, SANDRO VON MATTER, ABRAÌO B. LEITE, FçBIO LABECCA, THIAGO RIBEIRO, CAROLINA S. CARVALHO, ROSANE G. COLLEVATTI, MATHIAS M. PIRES, PAULO R. GUIMARÌES JR., PEDRO H. BRANCALION, MILTON C. RIBEIRO, PEDRO JORDANO. 2013. Functional Extinction of Birds Drives Rapid Evolutionary Changes in Seed Size. Science. Vol. 340, Issue 6136, pp. 1086-1090"
	Turdus leucomelas	RO:0002470	eats		Euterpe edulis							"Matos, D. M. S.; Watkinson, A. R.. 1998. The fecundity, seed, and seedling ecology of the edible palm Euterpe edulis in southeastern Brazil. Biotropica. 595-603"
	Turdus leucomelas	RO:0002470	eats		Euterpe edulis							" MAURO GALETTI, ROGER GUEVARA, MARINA C. CïRTES, RODRIGO FADINI, SANDRO VON MATTER, ABRAÌO B. LEITE, FçBIO LABECCA, THIAGO RIBEIRO, CAROLINA S. CARVALHO, ROSANE G. COLLEVATTI, MATHIAS M. PIRES, PAULO R. GUIMARÌES JR., PEDRO H. BRANCALION, MILTON C. RIBEIRO, PEDRO JORDANO. 2013. Functional Extinction of Birds Drives Rapid Evolutionary Changes in Seed Size. Science. Vol. 340, Issue 6136, pp. 1086-1090"
	Turdus rufiventris	RO:0002470	eats		Euterpe edulis							" MAURO GALETTI, ROGER GUEVARA, MARINA C. CïRTES, RODRIGO FADINI, SANDRO VON MATTER, ABRAÌO B. LEITE, FçBIO LABECCA, THIAGO RIBEIRO, CAROLINA S. CARVALHO, ROSANE G. COLLEVATTI, MATHIAS M. PIRES, PAULO R. GUIMARÌES JR., PEDRO H. BRANCALION, MILTON C. RIBEIRO, PEDRO JORDANO. 2013. Functional Extinction of Birds Drives Rapid Evolutionary Changes in Seed Size. Science. Vol. 340, Issue 6136, pp. 1086-1090"
	Turdus rufiventris	RO:0002470	eats		Euterpe edulis							"Leite, Abraao de Barros; Brancalion, Pedro H. S.; Guevara, Roger; Galetti, Mauro. 2012. Differential seed germination of a keystone palm (Euterpe edulis) dispersed by avian frugivores. Journal of Tropical Ecology. 615-618"
	Pyrrhura frontalis	RO:0002470	eats		Euterpe edulis							"Galetti, M.; Alexio Alexandre. 1998. Effects on palm heart harvesting on avian frugivores in the Atlantic rainforest of Brazil. Journal of Applied Ecology. 286-293"
	Pyrrhura frontalis	RO:0002470	eats		Euterpe edulis							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Pyrrhura frontalis	RO:0002470	eats		Euterpe edulis							" MAURO GALETTI, ROGER GUEVARA, MARINA C. CïRTES, RODRIGO FADINI, SANDRO VON MATTER, ABRAÌO B. LEITE, FçBIO LABECCA, THIAGO RIBEIRO, CAROLINA S. CARVALHO, ROSANE G. COLLEVATTI, MATHIAS M. PIRES, PAULO R. GUIMARÌES JR., PEDRO H. BRANCALION, MILTON C. RIBEIRO, PEDRO JORDANO. 2013. Functional Extinction of Birds Drives Rapid Evolutionary Changes in Seed Size. Science. Vol. 340, Issue 6136, pp. 1086-1090"
	Heteromys desmarestianus	RO:0002470	eats		Bactris mexicana							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Carpornis cucullata	RO:0002470	eats		Euterpe edulis							" MAURO GALETTI, ROGER GUEVARA, MARINA C. CïRTES, RODRIGO FADINI, SANDRO VON MATTER, ABRAÌO B. LEITE, FçBIO LABECCA, THIAGO RIBEIRO, CAROLINA S. CARVALHO, ROSANE G. COLLEVATTI, MATHIAS M. PIRES, PAULO R. GUIMARÌES JR., PEDRO H. BRANCALION, MILTON C. RIBEIRO, PEDRO JORDANO. 2013. Functional Extinction of Birds Drives Rapid Evolutionary Changes in Seed Size. Science. Vol. 340, Issue 6136, pp. 1086-1090"
	Trogon viridis	RO:0002470	eats		Euterpe edulis							"Galetti, M.; Alexio Alexandre. 1998. Effects on palm heart harvesting on avian frugivores in the Atlantic rainforest of Brazil. Journal of Applied Ecology. 286-293"
	Trogon viridis	RO:0002470	eats		Euterpe edulis							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Trogon viridis	RO:0002470	eats		Euterpe edulis							" MAURO GALETTI, ROGER GUEVARA, MARINA C. CïRTES, RODRIGO FADINI, SANDRO VON MATTER, ABRAÌO B. LEITE, FçBIO LABECCA, THIAGO RIBEIRO, CAROLINA S. CARVALHO, ROSANE G. COLLEVATTI, MATHIAS M. PIRES, PAULO R. GUIMARÌES JR., PEDRO H. BRANCALION, MILTON C. RIBEIRO, PEDRO JORDANO. 2013. Functional Extinction of Birds Drives Rapid Evolutionary Changes in Seed Size. Science. Vol. 340, Issue 6136, pp. 1086-1090"
	Trogon viridis	RO:0002470	eats		Euterpe edulis							"Fadini, Rodrigo F.; Fleury, Marina; Donatti, Camila I.; Galetti, Mauro. 2009. Effects of frugivore impoverishment and seed predators on the recruitment of a keystone palm. Acta Oecologica-International Journal of Ecology. 188-196"
	Triclaria malachitacea	RO:0002470	eats		Euterpe edulis							"Galetti, M.; Alexio Alexandre. 1998. Effects on palm heart harvesting on avian frugivores in the Atlantic rainforest of Brazil. Journal of Applied Ecology. 286-293"
	Triclaria malachitacea	RO:0002470	eats		Euterpe edulis							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Triclaria malachitacea	RO:0002470	eats		Euterpe edulis							" MAURO GALETTI, ROGER GUEVARA, MARINA C. CïRTES, RODRIGO FADINI, SANDRO VON MATTER, ABRAÌO B. LEITE, FçBIO LABECCA, THIAGO RIBEIRO, CAROLINA S. CARVALHO, ROSANE G. COLLEVATTI, MATHIAS M. PIRES, PAULO R. GUIMARÌES JR., PEDRO H. BRANCALION, MILTON C. RIBEIRO, PEDRO JORDANO. 2013. Functional Extinction of Birds Drives Rapid Evolutionary Changes in Seed Size. Science. Vol. 340, Issue 6136, pp. 1086-1090"
	Lipaugus lanioides	RO:0002470	eats		Euterpe edulis							"Galetti, M.; Alexio Alexandre. 1998. Effects on palm heart harvesting on avian frugivores in the Atlantic rainforest of Brazil. Journal of Applied Ecology. 286-293"
	Lipaugus lanioides	RO:0002470	eats		Euterpe edulis							" MAURO GALETTI, ROGER GUEVARA, MARINA C. CïRTES, RODRIGO FADINI, SANDRO VON MATTER, ABRAÌO B. LEITE, FçBIO LABECCA, THIAGO RIBEIRO, CAROLINA S. CARVALHO, ROSANE G. COLLEVATTI, MATHIAS M. PIRES, PAULO R. GUIMARÌES JR., PEDRO H. BRANCALION, MILTON C. RIBEIRO, PEDRO JORDANO. 2013. Functional Extinction of Birds Drives Rapid Evolutionary Changes in Seed Size. Science. Vol. 340, Issue 6136, pp. 1086-1090"
	Celeus flavescens	RO:0002470	eats		Euterpe edulis							" MAURO GALETTI, ROGER GUEVARA, MARINA C. CïRTES, RODRIGO FADINI, SANDRO VON MATTER, ABRAÌO B. LEITE, FçBIO LABECCA, THIAGO RIBEIRO, CAROLINA S. CARVALHO, ROSANE G. COLLEVATTI, MATHIAS M. PIRES, PAULO R. GUIMARÌES JR., PEDRO H. BRANCALION, MILTON C. RIBEIRO, PEDRO JORDANO. 2013. Functional Extinction of Birds Drives Rapid Evolutionary Changes in Seed Size. Science. Vol. 340, Issue 6136, pp. 1086-1090"
	Aratinga euops	RO:0002470	eats		Roystonea regia							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Baryphthengus ruficapillus	RO:0002470	eats		Euterpe edulis							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Baryphthengus ruficapillus	RO:0002470	eats		Euterpe edulis							" MAURO GALETTI, ROGER GUEVARA, MARINA C. CïRTES, RODRIGO FADINI, SANDRO VON MATTER, ABRAÌO B. LEITE, FçBIO LABECCA, THIAGO RIBEIRO, CAROLINA S. CARVALHO, ROSANE G. COLLEVATTI, MATHIAS M. PIRES, PAULO R. GUIMARÌES JR., PEDRO H. BRANCALION, MILTON C. RIBEIRO, PEDRO JORDANO. 2013. Functional Extinction of Birds Drives Rapid Evolutionary Changes in Seed Size. Science. Vol. 340, Issue 6136, pp. 1086-1090"
